@BUSINESSVALUE,@DATEVALIDATED,@GID,@WHENCREATED,@TYPE,@GROUP,@CWTOTALCOMMENT,@ALTFRAMEWORXMETRICID,@MATURITY,@EGID,@SORTID,@UNITS,@NAME,@CWAVERAGERATING,@EXPORTFLAG,@TEMPLATE,@ENTRYDATE,@VALIDATED,@DESCRIPTION,@CATEGORY1,@WHENUPDATED,@CATEGORY2,@BUSINESSVALUE_MLT,@BUSINESSOBJECTS,@UNIQUEIDENTIFIER,@TXTFORMULA,@CATEGORY3,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
Evaluate customer opinion of referral program,1899-12-30T00:00:00,47612,2018-04-16T18:51:00,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,Referral Program Subjective Score,41afc527309111e880d4000d3a02ed0d,RC-F-13,937,6 (Strongly Agree) - 1 (Strongly Disagree),937,0.0,0,0,2014-12-04T00:00:00,0,"Sample Customer Survey Response to ""Our referral program encourages you to refer our products and services to your friends and family""","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Evaluate customer opinion of referral program,,14377da241a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment,1899-12-30T00:00:00,47613,2018-04-16T18:51:00,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Social Media Comments Positive,41afc527309111e880d4000d3a02ed0d,RC-F-14,938,Percent,938,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to evaluate customer sentiment,[Social_Media],14377da541a711e880d5000d3a02ed0d,# Social Media Comments Positive  / # Social Media Comments,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,First Response Time,,,3050,,3050,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b86151ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Churn Rate,,,3053,,3053,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b86154ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Customer Acquisition Cost,,,3056,,3056,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b86157ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Successful Customer-requests Using self-service,,,3059,,3059,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b8615cea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Return On Investment,,,3062,,3062,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b86160ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Revenue generated by Digital Investment,,,3065,,3065,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b86163ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Brand Affinity Score,,,3068,,3068,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b86167ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Revenue generated with digital Ecosystem Partners,,,3071,,3071,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b8616aea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Internal Net Promoter Score,,,3074,,3074,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b8616dea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Digital Match of Skills Needed,,,3077,,3077,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b86170ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:49,94e8407f31e511e880d4000d3a02ed0d,,0.0,Employee Effort Score,,,3080,,3080,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b86173ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Workforce involved in Digital Initiatives,,,3083,,3083,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:21,,,,19b86176ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Training budget for Digital Initiatives,,,3086,,3086,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b86179ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Average Response Time,,,3092,,3092,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b8617cea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Active Usage Rate,,,3095,,3095,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b8617fea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Cost-to-Serve,,,3098,,3098,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b86182ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8408531e511e880d4000d3a02ed0d,,0.0,Economic Value of Data Assets,,,3101,,3101,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b86187ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Data Democratization Index,,,3105,,3105,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b8618aea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Data Integrity,,,3108,,3108,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b8618dea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Revenue from Data Monetization,,,3111,,3111,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b86190ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Key Data Assets Covered by Metadata,,,3114,,3114,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b86193ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Compliance to Data Regulations and Policies,,,3117,,3117,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b86196ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8407f31e511e880d4000d3a02ed0d,,0.0,Digital User Journeys,,,3120,,3120,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b86199ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:50,94e8408531e511e880d4000d3a02ed0d,,0.0,App Market Performance,,,3123,,3123,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b8619cea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:51,94e8407f31e511e880d4000d3a02ed0d,,0.0,Adoption of DevOps (CI/CD),,,3128,,3128,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b8619fea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:51,94e8407f31e511e880d4000d3a02ed0d,,0.0,Process Automation Rate,,,3131,,3131,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b861a3ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,,2021-07-21T14:29:51,94e8407f31e511e880d4000d3a02ed0d,,0.0,Net Carbon Footprint,,,3134,,3134,0.0,0,0,1899-12-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",,2021-07-28T20:47:22,,,,19b861a7ea3011eb8103000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment,1899-12-30T00:00:00,47614,2018-04-16T18:51:00,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Social Media Comments Negative,41afc527309111e880d4000d3a02ed0d,RC-F-15,939,Percent,939,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to evaluate customer sentiment,[Social_Media],1a30a01c41a711e880d5000d3a02ed0d,# Social Media Comments Negative / # Social Media Comments,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment,1899-12-30T00:00:00,47615,2018-04-16T18:51:00,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Social Media Comments Neutral,41afc527309111e880d4000d3a02ed0d,RC-F-16,940,Percent,940,0.0,0,0,2014-12-04T00:00:00,0,"# Social Network Comments Neutral/ # Social Network Comments; 
ADDITIONAL COMMENTS: Must be objectively assessed. Ideally captured every hour.","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to evaluate customer sentiment,,1a30a01e41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure the number of customers classed as dormant and therefore likely to churn.,1899-12-30T00:00:00,48000,2018-04-16T18:51:00,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Customers Dormant,41afc527309111e880d4000d3a02ed0d,L-C-1,941,Number,941,0.0,0,0,2014-12-04T00:00:00,0,"# Customers classified as dormant; 
ADDITIONAL COMMENTS: After a pre-defined period of inActivity Type a customer may be classed as dormant.","Leave (Feedback, Discontinue)",2021-07-28T20:47:56,,Used to measure the number of customers classed as dormant and therefore likely to churn.,,1a30a01f41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure the number of customers classed as dormant and therefore likely to churn.,1899-12-30T00:00:00,48001,2018-04-16T18:51:00,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Customers Dormant,41afc527309111e880d4000d3a02ed0d,L-C-2,942,Percent,942,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Leave (Feedback, Discontinue)",2021-07-28T20:47:56,,Used to measure the number of customers classed as dormant and therefore likely to churn.,,1a30a02241a711e880d5000d3a02ed0d,# Customers Dormant / # Customers,,DFREED,DFREED,DFREED
Used to measure the number of requests to churn.,1899-12-30T00:00:00,48002,2018-04-16T18:51:00,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Customer Leave Requests,41afc527309111e880d4000d3a02ed0d,L-C-3,943,Number,943,0.0,0,0,2014-12-04T00:00:00,0,# Customers requesting to leave,"Leave (Feedback, Discontinue)",2021-07-28T20:47:56,,Used to measure the number of requests to churn.,,1a30a02341a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure the success rate of persuading customers to stay.,1899-12-30T00:00:00,48003,2018-04-16T18:51:00,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Customers Retained,41afc527309111e880d4000d3a02ed0d,L-C-4,944,Number,944,0.0,0,0,2014-12-04T00:00:00,0,# Customers persuaded to stay,"Leave (Feedback, Discontinue)",2021-07-28T20:47:56,,Used to measure the success rate of persuading customers to stay.,,1a30a02441a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure the success rate of persuading customers to stay.,1899-12-30T00:00:00,48004,2018-04-16T18:51:00,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Customers Retained,41afc527309111e880d4000d3a02ed0d,L-C-5,945,Percent,945,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Leave (Feedback, Discontinue)",2021-07-28T20:47:56,,Used to measure the success rate of persuading customers to stay.,,1a30a02741a711e880d5000d3a02ed0d,# Customers Retained / # Customer Leave Requests,,DFREED,DFREED,DFREED
Used to measure customer churn.,1899-12-30T00:00:00,48005,2018-04-16T18:51:00,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Customers Terminated,41afc527309111e880d4000d3a02ed0d,L-C-6,946,Number,946,0.0,0,0,2014-12-04T00:00:00,0,"# Customers terminated without request; 
ADDITIONAL COMMENTS: After a pre-defined dormant period, customers would be terminated. Delinquent is most likely a result of non bill payment.","Leave (Feedback, Discontinue)",2021-07-28T20:47:56,,Used to measure customer churn.,,1a30a02841a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure customer churn.,1899-12-30T00:00:00,48006,2018-04-16T18:51:01,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Customers Leaving By Request,41afc527309111e880d4000d3a02ed0d,L-C-7,947,Number,947,0.0,0,0,2014-12-04T00:00:00,0,# Customers leaving having given notification,"Leave (Feedback, Discontinue)",2021-07-28T20:47:56,,Used to measure customer churn.,,1a30a02941a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
